parent,node,branch.length,label,group,date,date_CI,Region.x,isTip,x,y,branch,angle,NCBI.accession,Sample.collection.date,Host.species,Region.y,Province,Municipality,Barangay,Location,source,corrected_date,decimal_date,outbreak,id_case,membership,lineage,lineage_chain,maddog,ACRdates
222,90,0,RV/R4A.PHL/2006/Z-06-361,0,2006,2005.52|2006.0,Calabarzon,TRUE,2006.074004,90,2006.074004,190.5882353,AB563828,2006,Canis lupus familiaris,Calabarzon,Laguna,NA,NA,"Region4A, Laguna",rabv-glue,1/1/06,2006,Other,NA,NA,NA,NA,NA,28-Jan-06
222,91,0,RV/R4A.PHL/2006/Z-06-357,0,2006,2005.52|2006.0,Calabarzon,TRUE,2006.074004,91,2006.074004,192.7058824,AB563827,2006,Canis lupus familiaris,Calabarzon,Batangas,NA,NA,"Region4A, Batangas",rabv-glue,1/1/06,2006,Other,NA,NA,NA,NA,NA,28-Jan-06
223,92,2.95435,RV/R4A.PHL/2006/Z-06-222,0,2006,NA,Calabarzon,TRUE,2006.074004,92,2004.596829,194.8235294,AB563822,2006,Canis lupus familiaris,Calabarzon,Cavite,NA,NA,"Region4A, Cavite",rabv-glue,1/1/06,2006,Other,NA,NA,NA,NA,NA,28-Jan-06
224,93,9.44342,Z-12-149,0,2012.49,NA,Southwestern Tagalog Region,TRUE,2012.563074,128,2007.841364,271.0588235,MN726853,28-Jun-12,Canis familiaris,Southwestern Tagalog Region,Oriental Mindoro,NA,Palayan,Pinamalayan,this paper,6/28/12,2012.489071,Other,NA,NA,NA,NA,NA,24-Jul-12
224,94,1.95435,RV/R4A.PHL/2005/Z-05-017,0,2005,NA,Calabarzon,TRUE,2005.074004,129,2004.096829,273.1764706,AB563802,2005,Canis lupus familiaris,Calabarzon,Cavite,NA,NA,"R4A, Cavite",rabv-glue,1/1/05,2005,Other,NA,NA,NA,NA,NA,28-Jan-05
227,95,2.4054,4B-22-40,0,2022.92,NA,Southwestern Tagalog Region,TRUE,2022.991834,131,2021.789134,277.4117647,NA,2-Dec-22,Canis familiaris,Southwestern Tagalog Region,Oriental Mindoro,NA,Balugo,Mansalay,this paper,12/2/22,2022.917808,Other,NA,NA,NA,NA,NA,29-Dec-22
227,96,1.86568,4B-22-20,0,2022.38,NA,Southwestern Tagalog Region,TRUE,2022.452114,132,2021.519274,279.5294118,NA,19-May-22,Canis familiaris,Southwestern Tagalog Region,Oriental Mindoro,NA,Don Pedro,Mansalay,this paper,5/19/22,2022.378082,Other,NA,NA,NA,NA,NA,15-Jun-22
227,97,1.79171,4B-22-13,0,2022.3,NA,Southwestern Tagalog Region,TRUE,2022.378144,133,2021.482289,281.6470588,NA,22-Apr-22,Canis familiaris,Southwestern Tagalog Region,Oriental Mindoro,NA,Teresita,Mansalay,this paper,4/22/22,2022.30411,Other,NA,NA,NA,NA,NA,19-May-22
226,98,4.87228,4B-2922JG,0,2022.11,NA,Southwestern Tagalog Region,TRUE,2022.180884,130,2019.744744,275.2941176,NA,9-Feb-22,Canis familiaris,Southwestern Tagalog Region,Oriental Mindoro,NA,Anilao,Bongabong,this paper,2/9/22,2022.106849,Other,NA,NA,NA,NA,NA,8-Mar-22
229,99,1.72598,4B-22-35,0,2022.81,NA,Southwestern Tagalog Region,TRUE,2022.887744,134,2022.024754,283.7647059,NA,25-Oct-22,Canis familiaris,Southwestern Tagalog Region,Oriental Mindoro,NA,Bagumbayan,Roxas,this paper,10/25/22,2022.813699,Other,NA,NA,NA,NA,NA,21-Nov-22
229,100,1.23283,4B-22-16,0,2022.32,NA,Southwestern Tagalog Region,TRUE,2022.394594,135,2021.778179,285.8823529,NA,28-Apr-22,Canis familiaris,Southwestern Tagalog Region,Oriental Mindoro,NA,Orcenuma,Bongabong,this paper,4/28/22,2022.320548,Other,NA,NA,NA,NA,NA,25-May-22
230,101,0.88328,4B-22-17,0,2022.35,NA,Southwestern Tagalog Region,TRUE,2022.421984,136,2021.980344,288,NA,8-May-22,Canis familiaris,Southwestern Tagalog Region,Oriental Mindoro,NA,Narra,Gloria,this paper,5/8/22,2022.347945,Other,NA,NA,NA,NA,NA,4-Jun-22
230,102,0.94629,4B-22-21,0,2022.41,NA,Southwestern Tagalog Region,TRUE,2022.484994,137,2022.011849,290.1176471,NA,31-May-22,Canis familiaris,Southwestern Tagalog Region,Oriental Mindoro,NA,Panggulayan,Pinamalayan,this paper,5/31/22,2022.410959,Other,NA,NA,NA,NA,NA,27-Jun-22
230,103,1.16273,4B-22-31,0,2022.63,NA,Southwestern Tagalog Region,TRUE,2022.701434,138,2022.120069,292.2352941,NA,18-Aug-22,Canis familiaris,Southwestern Tagalog Region,Oriental Mindoro,NA,Bayanan,Pola,this paper,8/18/22,2022.627397,Other,NA,NA,NA,NA,NA,14-Sep-22
234,104,0.53417,4B-21-35,0,2021.17,NA,Southwestern Tagalog Region,TRUE,2021.246634,141,2020.979549,298.5882353,NA,5-Mar-21,Canis familiaris,Southwestern Tagalog Region,Oriental Mindoro,NA,Tabinay,Puerto Galera,this paper,3/5/21,2021.172603,Other,NA,NA,NA,NA,NA,1-Apr-21
234,105,0.54787,4B-21-310,0,2021.19,NA,Southwestern Tagalog Region,TRUE,2021.260334,142,2020.986399,300.7058824,NA,10-Mar-21,Canis familiaris,Southwestern Tagalog Region,Oriental Mindoro,NA,Tabinay,Puerto Galera,this paper,3/10/21,2021.186301,Other,NA,NA,NA,NA,NA,6-Apr-21
235,106,0.12603,4B-21-528,0,2021.4,NA,Southwestern Tagalog Region,TRUE,2021.476774,143,2021.413759,302.8235294,NA,28-May-21,Canis familiaris,Southwestern Tagalog Region,Oriental Mindoro,NA,Aninuan,Puerto Galera,this paper,5/28/21,2021.40274,Other,NA,NA,NA,NA,NA,24-Jun-21
235,107,0,4B-21-412,0,2021.28,2020.96|2021.28,Southwestern Tagalog Region,TRUE,2021.350744,144,2021.350744,304.9411765,NA,12-Apr-21,Canis familiaris,Southwestern Tagalog Region,Oriental Mindoro,NA,Sto Nino,Puerto Galera,this paper,4/12/21,2021.276712,Other,NA,NA,NA,NA,NA,9-May-21
233,108,1.82509,4B-22-15,0,2022.01,NA,Southwestern Tagalog Region,TRUE,2022.084994,140,2021.172449,296.4705882,NA,5-Jan-22,Canis familiaris,Southwestern Tagalog Region,Oriental Mindoro,NA,San Isidro,Puerto Galera,this paper,1/5/22,2022.010959,Other,NA,NA,NA,NA,NA,1-Feb-22
232,109,5.66893,4B-2422,0,2022.09,NA,Southwestern Tagalog Region,TRUE,2022.167184,139,2019.332719,294.3529412,NA,4-Feb-22,Canis familiaris,Southwestern Tagalog Region,Occidental Mindoro,NA,Concepcion,Calintaan,this paper,2/4/22,2022.093151,Other,NA,NA,NA,NA,NA,3-Mar-22
236,110,4.05029,4B-21-29,0,2021.11,NA,Southwestern Tagalog Region,TRUE,2021.180844,145,2019.155699,307.0588235,NA,9-Feb-21,Canis familiaris,Southwestern Tagalog Region,Oriental Mindoro,NA,San Narciso,Victoria,this paper,2/9/21,2021.106849,Other,NA,NA,NA,NA,NA,8-Mar-21
237,111,1.97446,4B-21-126,0,2021.07,NA,Southwestern Tagalog Region,TRUE,2021.142494,146,2020.155264,309.1764706,NA,26-Jan-21,Canis familiaris,Southwestern Tagalog Region,Oriental Mindoro,NA,Sapul,Calapan,this paper,1/26/21,2021.068493,Other,NA,NA,NA,NA,NA,22-Feb-21
237,112,2.21282,4B-21-423,0,2021.31,NA,Southwestern Tagalog Region,TRUE,2021.380854,147,2020.274444,311.2941176,NA,23-Apr-21,Canis familiaris,Southwestern Tagalog Region,Oriental Mindoro,NA,Camilmil,Calapan,this paper,4/23/21,2021.306849,Other,NA,NA,NA,NA,NA,20-May-21
239,113,1.51769,4B-22-30,0,2022.61,NA,Southwestern Tagalog Region,TRUE,2022.684954,151,2021.926109,319.7647059,NA,12-Aug-22,Canis familiaris,Southwestern Tagalog Region,Oriental Mindoro,NA,Bangkatan,Baco,this paper,8/12/22,2022.610959,Other,NA,NA,NA,NA,NA,8-Sep-22
239,114,1.01358,4B-2922HM,0,2022.11,NA,Southwestern Tagalog Region,TRUE,2022.180844,152,2021.674054,321.8823529,NA,9-Feb-22,Canis familiaris,Southwestern Tagalog Region,Oriental Mindoro,NA,Mangangan,Baco,this paper,2/9/22,2022.106849,Other,NA,NA,NA,NA,NA,8-Mar-22
239,115,1.03276,4B-21622,0,2022.13,NA,Southwestern Tagalog Region,TRUE,2022.200024,153,2021.683644,324,NA,16-Feb-22,Canis familiaris,Southwestern Tagalog Region,Oriental Mindoro,NA,Mangangan,Baco,this paper,2/16/22,2022.126027,Other,NA,NA,NA,NA,NA,15-Mar-22
240,116,0.91387,4B-22-114,0,2022.04,NA,Southwestern Tagalog Region,TRUE,2022.109604,149,2021.652669,315.5294118,NA,14-Jan-22,Canis familiaris,Southwestern Tagalog Region,Oriental Mindoro,NA,Mayabig,Baco,this paper,1/14/22,2022.035616,Other,NA,NA,NA,NA,NA,10-Feb-22
240,117,1.44538,4B-22-28,0,2022.57,NA,Southwestern Tagalog Region,TRUE,2022.641114,150,2021.918424,317.6470588,NA,27-Jul-22,Canis familiaris,Southwestern Tagalog Region,Oriental Mindoro,NA,Mangangan,Baco,this paper,7/27/22,2022.567123,Other,NA,NA,NA,NA,NA,23-Aug-22
238,118,0.80635,4B-21-421,0,2021.28,NA,Southwestern Tagalog Region,TRUE,2021.356194,148,2020.953019,313.4117647,NA,14-Apr-21,Canis familiaris,Southwestern Tagalog Region,Oriental Mindoro,NA,Malapad,Baco,this paper,4/14/21,2021.282192,Other,NA,NA,NA,NA,NA,11-May-21
242,119,2.47161,RV/R3.PHL/2008/TRa-018,0,2008,NA,Central Luzon,TRUE,2008.074004,162,2006.838199,343.0588235,AB563847,2008,Canis lupus familiaris,Central Luzon,Zambales,NA,NA,"Region3, Zambales",rabv-glue,1/1/08,2008,Other,NA,NA,NA,NA,NA,28-Jan-08
243,120,1.77978,RV/R3.PHL/2009/TRa-114,0,2009,NA,Central Luzon,TRUE,2009.074004,167,2008.184114,353.6470588,AB563927,2009,Canis lupus familiaris,Central Luzon,Zambales,NA,NA,"Region3, Zambales",rabv-glue,1/1/09,2009,Other,NA,NA,NA,NA,NA,28-Jan-09
243,121,0.77978,RV/R3.PHL/2008/TRa-112,0,2008,NA,Central Luzon,TRUE,2008.074004,168,2007.684114,355.7647059,AB563925,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other,NA,NA,NA,NA,NA,28-Jan-08
244,122,1.17569,RV/R3.PHL/2009/TRa-116,0,2009,NA,Central Luzon,TRUE,2009.074004,169,2008.486159,357.8823529,AB563929,2009,Canis lupus familiaris,Central Luzon,Zambales,NA,NA,"Region3, Zambales",rabv-glue,1/1/09,2009,Other,NA,NA,NA,NA,NA,28-Jan-09
244,123,0.17569,RV/R3.PHL/2008/TRa-040,0,2008,NA,Central Luzon,TRUE,2008.074004,170,2007.986159,360,AB563864,2008,Canis lupus familiaris,Central Luzon,Zambales,NA,NA,"Region3, Zambales",rabv-glue,1/1/08,2008,Other,NA,NA,NA,NA,NA,28-Jan-08
242,124,2.47161,RV/R3.PHL/2008/TRa-048,0,2008,NA,Central Luzon,TRUE,2008.074004,163,2006.838199,345.1764706,AB563868,2008,Canis lupus familiaris,Central Luzon,Zambales,NA,NA,"Region3, Zambales",rabv-glue,1/1/08,2008,Other,NA,NA,NA,NA,NA,28-Jan-08
242,125,2.47161,RV/R3.PHL/2008/TRa-016,0,2008,NA,Central Luzon,TRUE,2008.074004,164,2006.838199,347.2941176,AB563846,2008,Canis lupus familiaris,Central Luzon,Zambales,NA,NA,"Region3, Zambales",rabv-glue,1/1/08,2008,Other,NA,NA,NA,NA,NA,28-Jan-08
242,126,2.47161,RV/R3.PHL/2008/TRa-011,0,2008,NA,Central Luzon,TRUE,2008.074004,165,2006.838199,349.4117647,AB563843,2008,Canis lupus familiaris,Central Luzon,Zambales,NA,NA,"Region3, Zambales",rabv-glue,1/1/08,2008,Other,NA,NA,NA,NA,NA,28-Jan-08
242,127,2.47161,RV/R3.PHL/2008/TRa-119,0,2008,NA,Central Luzon,TRUE,2008.074004,166,2006.838199,351.5294118,AB563932,2008,Canis lupus familiaris,Central Luzon,Zambales,NA,NA,"Region 3, Zambales",rabv-glue,1/1/08,2008,Other,NA,NA,NA,NA,NA,28-Jan-08
247,128,2.05422,RV/R3.PHL/2008/TRa-092,0,2008,NA,Central Luzon,TRUE,2008.074004,156,2007.046894,330.3529412,AB563907,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other,NA,NA,NA,NA,NA,28-Jan-08
247,129,2.05422,RV/R3.PHL/2008/TRa-038,0,2008,NA,Central Luzon,TRUE,2008.074004,157,2007.046894,332.4705882,AB563863,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other,NA,NA,NA,NA,NA,28-Jan-08
248,130,0,RV/R3.PHL/2008/TRa-087,0,2008,2007.56|2008.0,Central Luzon,TRUE,2008.074004,158,2008.074004,334.5882353,AB563902,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other,NA,NA,NA,NA,NA,28-Jan-08
248,131,0,RV/R3.PHL/2008/TRa-059,0,2008,2007.56|2008.0,Central Luzon,TRUE,2008.074004,159,2008.074004,336.7058824,AB563878,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other,NA,NA,NA,NA,NA,28-Jan-08
248,132,1,RV/R3.PHL/2009/TRa-206,0,2009,NA,Central Luzon,TRUE,2009.074004,160,2008.574004,338.8235294,AB563980,2009,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/09,2009,Other,NA,NA,NA,NA,NA,28-Jan-09
248,133,0,RV/R3.PHL/2008/TRa-020,0,2008,2007.56|2008.0,Central Luzon,TRUE,2008.074004,161,2008.074004,340.9411765,AB563849,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other,NA,NA,NA,NA,NA,28-Jan-08
245,134,4.95435,RV/R3.PHL/2008/TRa-017,0,2008,NA,Central Luzon,TRUE,2008.074004,155,2005.596829,328.2352941,AB683585,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other,NA,NA,NA,NA,NA,28-Jan-08
241,135,9.95435,Philippin_dog,0,2013,NA,National Capital Region,TRUE,2013.074004,154,2008.096829,326.1176471,KC792240,2013,Canis familiaris,NA,NA,NA,NA,-,rabv-glue,1/1/13,2013,Other,NA,NA,NA,NA,NA,28-Jan-13
253,136,3.51245,Z-16-210,0,2016.96,NA,National Capital Region,TRUE,2017.030274,99,2015.274049,209.6470588,MN726847,16-Dec-16,Canis familiaris,National Capital Region,Metropolitan Manila,NA,Almanza 2,Las Pinas,this paper,12/16/16,2016.956284,Other,NA,NA,NA,NA,NA,12-Jan-17
253,137,0,Z-13-135,0,2013.44,2012.37|2013.44,Calabarzon,TRUE,2013.517824,100,2013.517824,211.7647059,NA,12-Jun-13,Canis familiaris,Calabarzon,Cavite,NA,Alulod,Indang,this paper,6/12/13,2013.443836,Other,NA,NA,NA,NA,NA,9-Jul-13
252,138,8.65479,4A-22-171,0,2022.1,NA,Calabarzon,TRUE,2022.172614,98,2017.845219,207.5294118,NA,6-Feb-22,Canis familiaris,Calabarzon,Cavite,NA,Buenavista,General Trias,this paper,2/6/22,2022.09863,Other,NA,NA,NA,NA,NA,5-Mar-22
251,139,6.87167,Z-18-114,0,2018.4,NA,Calabarzon,TRUE,2018.476734,95,2015.040899,201.1764706,NA,28-May-18,Canis familiaris,Calabarzon,Batangas,NA,Banay-Banay 1St,San Jose,this paper,5/28/18,2018.40274,Other,NA,NA,NA,NA,NA,24-Jun-18
251,140,1.80591,Z-13-089,0,2013.34,NA,Calabarzon,TRUE,2013.410974,96,2012.508019,203.2941176,NA,4-May-13,Canis familiaris,Calabarzon,Cavite,NA,Malainen Luma,Naic,this paper,5/4/13,2013.336986,Other,NA,NA,NA,NA,NA,31-May-13
251,141,1.72646,Z-13-066,0,2013.26,NA,Calabarzon,TRUE,2013.331524,97,2012.468294,205.4117647,MN726878,5-Apr-13,Canis familiaris,Calabarzon,Cavite,NA,Bayan Luma,Imus,this paper,4/5/13,2013.257534,Other,NA,NA,NA,NA,NA,2-May-13
250,142,5.92822,Z-15-119,0,2015,NA,Calabarzon,TRUE,2015.073994,94,2012.109884,199.0588235,MN726849,2015,Canis lupus familiaris,NA,NA,NA,NA,-,rabv-glue,1/1/15,2015,Other,NA,NA,NA,NA,NA,28-Jan-15
249,143,1.53466,Z-07-07,0,2007.02,NA,Calabarzon,TRUE,2007.093174,93,2006.325844,196.9411765,NA,8-Jan-07,Canis familiaris,Calabarzon,Cavite,NA,Molino 6,General Trias,this paper,1/8/07,2007.019178,Other,NA,NA,NA,NA,NA,4-Feb-07
258,144,1.11022,Z-16-013,0,2016,NA,Calabarzon,TRUE,2016.073994,105,2015.518884,222.3529412,MN726848,2016,Canis lupus familiaris,NA,NA,NA,NA,-,rabv-glue,1/1/16,2016,Other,NA,NA,NA,NA,NA,28-Jan-16
258,145,2.00367,Z-16-196,0,2016.89,NA,Calabarzon,TRUE,2016.967444,106,2015.965609,224.4705882,NA,23-Nov-16,Canis familiaris,Calabarzon,Cavite,NA,Sampaloc,Dasmarinas,this paper,11/23/16,2016.893443,Other,NA,NA,NA,NA,NA,19-Dec-16
257,146,1.90971,Z-15-116,0,2015,NA,Calabarzon,TRUE,2015.074004,104,2014.119149,220.2352941,MN726839,2015,Canis lupus familiaris,NA,NA,NA,NA,-,rabv-glue,1/1/15,2015,Other,NA,NA,NA,NA,NA,28-Jan-15
261,147,3.05877,Z-19-123,0,2019.61,NA,Calabarzon,TRUE,2019.682224,109,2018.152839,230.8235294,NA,11-Aug-19,Canis familiaris,Calabarzon,Cavite,NA,Anabu 2F,Imus,this paper,8/11/19,2019.608219,Other,NA,NA,NA,NA,NA,7-Sep-19
261,148,1.18206,Z-17-177,0,2017.73,NA,Calabarzon,TRUE,2017.805514,110,2017.214484,232.9411765,NA,25-Sep-17,Canis familiaris,Calabarzon,Cavite,NA,Bgy. Navarro,General Trias,this paper,9/25/17,2017.731507,Other,NA,NA,NA,NA,NA,22-Oct-17
260,149,1.87233,Z-17-217,0,2017.87,NA,Calabarzon,TRUE,2017.947974,108,2017.011809,228.7058824,NA,16-Nov-17,Canis familiaris,NA,Cavite,NA,Paliko 4,Imus,this paper,11/16/17,2017.873973,Other,NA,NA,NA,NA,NA,13-Dec-17
259,150,3.5743,Z-18-251,0,2018.93,NA,Calabarzon,TRUE,2019.005504,107,2017.218354,226.5882353,NA,7-Dec-18,Canis familiaris,Calabarzon,Laguna,NA,"Rpa Enterprises, Don Jose",Sta. Rosa,this paper,12/7/18,2018.931507,Other,NA,NA,NA,NA,NA,3-Jan-19
263,151,2.03505,Z-20-33,0,2020.13,NA,National Capital Region,TRUE,2020.205144,112,2019.187619,237.1764706,NA,18-Feb-20,Canis familiaris,National Capital Region,Metropolitan Manila,NA,F.B. Harizon Edsa,Pasay,this paper,2/18/20,2020.131148,Other,NA,NA,NA,NA,NA,15-Mar-20
263,152,0.90391,BAI/BAINCR/2019-03/can,0,2019,NA,National Capital Region,TRUE,2019.074004,113,2018.622049,239.2941176,MN857169,2019,Canis familiaris,National Capital Region,NA,NA,NA,Pasay City,rabv-glue,1/1/19,2019,Other,NA,NA,NA,NA,NA,28-Jan-19
262,153,1.69827,Z-18-001,0,2018,NA,Calabarzon,TRUE,2018.076744,111,2017.227609,235.0588235,NA,2-Jan-18,Felis catus,Calabarzon,Cavite,NA,"Andrea Vill. I, Panapaan Vi",Bacoor,this paper,1/2/18,2018.00274,Other,NA,NA,NA,NA,NA,29-Jan-18
264,154,1.11294,Z-14-136,0,2014.44,NA,Calabarzon,TRUE,2014.515094,102,2013.958624,216,MN726865,11-Jun-14,Canis familiaris,Calabarzon,Cavite,NA,"Parklane,San Francisco",General Trias,this paper,6/11/14,2014.441096,Other,NA,NA,NA,NA,NA,8-Jul-14
264,155,1.01979,Z-14-106,0,2014.35,NA,Calabarzon,TRUE,2014.421944,103,2013.912049,218.1176471,NA,8-May-14,Felis catus,Calabarzon,Cavite,NA,Sta. Cruz,Cavite,this paper,5/8/14,2014.347945,Other,NA,NA,NA,NA,NA,4-Jun-14
254,156,1.10699,Z-07-222,0,2007.49,NA,Calabarzon,TRUE,2007.567154,101,2007.013659,213.8823529,NA,30-Jun-07,Canis familiaris,Calabarzon,Cavite,NA,Dagatan,General Trias,this paper,6/30/07,2007.493151,Other,NA,NA,NA,NA,NA,27-Jul-07
266,157,4.89406,Z-15-019,0,2015,NA,Calabarzon,TRUE,2015.074004,114,2012.626974,241.4117647,MN726861,2015,Canis lupus familiaris,NA,NA,NA,NA,-,rabv-glue,1/1/15,2015,Other,NA,NA,NA,NA,NA,28-Jan-15
266,158,1.89406,Z-12-118,0,2012,NA,Calabarzon,TRUE,2012.074004,115,2011.126974,243.5294118,MN726856,2012,Canis lupus familiaris,NA,NA,NA,NA,-,rabv-glue,1/1/12,2012,Other,NA,NA,NA,NA,NA,28-Jan-12
267,159,3.86966,Z-13-259,0,2013.96,NA,Calabarzon,TRUE,2014.035654,116,2012.100824,245.6470588,NA,18-Dec-13,Canis familiaris,Calabarzon,Cavite,NA,Pound,Cavite,this paper,12/18/13,2013.961644,Other,NA,NA,NA,NA,NA,14-Jan-14
267,160,2.90801,Z-13-009,0,2013,NA,Calabarzon,TRUE,2013.074004,117,2011.619999,247.7647059,MN726837,2013,Canis lupus familiaris,NA,NA,NA,NA,-,rabv-glue,1/1/13,2013,Other,NA,NA,NA,NA,NA,28-Jan-13
269,161,0.97815,Z-15-130,0,2015,NA,Calabarzon,TRUE,2015.074014,125,2014.584939,264.7058824,MN726881,2015,Canis lupus familiaris,NA,NA,NA,NA,-,rabv-glue,1/1/15,2015,Other,NA,NA,NA,NA,NA,28-Jan-15
269,162,1.97815,Z-16-159,0,2016,NA,Calabarzon,TRUE,2016.074014,126,2015.084939,266.8235294,MN726855,2016,Canis lupus familiaris,NA,NA,NA,NA,-,rabv-glue,1/1/16,2016,Other,NA,NA,NA,NA,NA,28-Jan-16
269,163,3.885,Z-17-221,0,2017.91,NA,Calabarzon,TRUE,2017.980864,127,2016.038364,268.9411765,NA,28-Nov-17,Canis familiaris,Calabarzon,Cavite,NA,Bgy. Nawasa,Noveleta,this paper,11/28/17,2017.906849,Other,NA,NA,NA,NA,NA,25-Dec-17
270,164,6.18823,Z-20-01,0,2020.01,NA,Calabarzon,TRUE,2020.079484,119,2016.985369,252,NA,3-Jan-20,Canis familiaris,Calabarzon,Cavite,NA,"Meadowood Subd.,Panapaan 8",Bacoor,this paper,1/3/20,2020.005464,Other,NA,NA,NA,NA,NA,30-Jan-20
270,165,1.85948,Z-15-163,0,2015.68,NA,Calabarzon,TRUE,2015.750734,120,2014.820994,254.1176471,NA,5-Sep-15,Canis familiaris,Calabarzon,Cavite,NA,Panapaan 8,Bacoor,this paper,9/5/15,2015.676712,Other,NA,NA,NA,NA,NA,2-Oct-15
268,166,1.68365,Z-14-05,0,2014.01,NA,Calabarzon,TRUE,2014.084974,118,2013.243149,249.8823529,NA,5-Jan-14,Canis familiaris,Calabarzon,Cavite,NA,Pasong Camachile,General Trias,this paper,1/5/14,2014.010959,Other,NA,NA,NA,NA,NA,1-Feb-14
271,167,0.97653,Z-14-142,0,2014.47,NA,Calabarzon,TRUE,2014.542504,121,2014.054239,256.2352941,NA,21-Jun-14,Canis familiaris,Calabarzon,Laguna,NA,Mercedes Homes 3,Binan,this paper,6/21/14,2014.468493,Other,NA,NA,NA,NA,NA,18-Jul-14
271,168,0.50804,Z14-142,0,2014,NA,Calabarzon,TRUE,2014.074014,122,2013.819994,258.3529412,MN726851,2014,Canis lupus familiaris,NA,NA,NA,NA,-,rabv-glue,1/1/14,2014,Other,NA,NA,NA,NA,NA,28-Jan-14
272,169,2.8904,Z-16-211,0,2016.96,NA,Calabarzon,TRUE,2017.038494,123,2015.593294,260.4705882,MN726882,19-Dec-16,Canis familiaris,Calabarzon,Laguna,NA,Las Villas De Manila,Binan,this paper,12/19/16,2016.964481,Other,NA,NA,NA,NA,NA,15-Jan-17
272,170,0.92592,Z15-185,0,2015,NA,Calabarzon,TRUE,2015.074014,124,2014.611054,262.5882353,MN726854,2015,Canis lupus familiaris,NA,NA,NA,NA,-,rabv-glue,1/1/15,2015,Other,NA,NA,NA,NA,NA,28-Jan-15
171,171,82.09926,n167,0,1978.67,1973.77|1982.71,Northern Mindanao|Ilocos Region|Calabarzon|National Capital Region|Central Luzon,FALSE,1978.746144,4.355269863,1978.746144,9.222924415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-Sep-78
171,172,18.2599,n167167,1,1996.93,1994.63|1999.01,Northern Mindanao,FALSE,1997.006044,1.5,1987.876094,3.176470588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3-Jan-97
171,173,12.1148,n168,0,1990.79,1985.69|1994.56,National Capital Region|Central Luzon,FALSE,1990.860944,7.210539725,1984.803544,15.26937824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11-Nov-90
173,174,7.53334,n168168,0,1998.32,1997.12|1998.38,National Capital Region,FALSE,1998.394284,11.42107945,1994.627614,24.18581531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24-May-98
174,175,3.04182,n169,0,2001.36,1999.93|2002.45,National Capital Region,FALSE,2001.436104,18.8421589,1999.915194,39.90104238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9-Jun-01
175,176,1.29341,n169169,0,2002.66,2001.15|2003.89,National Capital Region,FALSE,2002.729514,6.8,2002.082809,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24-Sep-02
176,177,1.81421,n170,0,2004.47,2003.82|2005.0,National Capital Region,FALSE,2004.543724,8.6,2003.636619,18.21176471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17-Jul-04
177,178,1.33283,n170170,0,2005.8,2004.62|2006.76,National Capital Region,FALSE,2005.876554,9.5,2005.210139,20.11764706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16-Nov-05
177,179,0.70317,n171,0,2005.17,2003.92|2006.65,National Capital Region,FALSE,2005.246894,12.5,2004.895309,26.47058824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1-Apr-05
179,180,4.95807,n171171,0,2010.13,2008.93|2011.23,National Capital Region,FALSE,2010.204964,14,2007.725929,29.64705882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16-Mar-10
180,181,0.92852,n172,0,2011.06,2009.92|2012.14,National Capital Region,FALSE,2011.133484,12.5,2010.669224,26.47058824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-Feb-11
