"Sample.ID","Region","Province"
"RV/R3.PHL/2012/TRa-303","Central Luzon","Bulacan"
"RV/R3.PHL/2012/TRa-305","Central Luzon","Pampanga"
"RV/R3.PHL/2012/TRa-306","Central Luzon","Nueva Ecija"
"RV/R3.PHL/2012/TRa-307","Central Luzon","Tarlac"
"RV/R3.PHL/2012/TRa-308","Central Luzon","Bulacan"
"RV/R3.PHL/2012/TRa-309","Central Luzon","Tarlac"
"RV/R3.PHL/2012/TRa-310","Central Luzon","Bulacan"
"RV/R3.PHL/2012/TRa-311","Central Luzon","Bulacan"
"RV/R3.PHL/2012/TRa-312","Central Luzon","Nueva Ecija"
"RV/R3.PHL/2012/TRa-313","Central Luzon","Bulacan"
"RV/R3.PHL/2012/TRa-314","Central Luzon","Tarlac"
"RV/R3.PHL/2012/TRa-315","Central Luzon","Bulacan"
"RV/R3.PHL/2012/TRa-317","Central Luzon","Bulacan"
"RV/R3.PHL/2012/TRa-318","Central Luzon","Bulacan"
"RV/R1.PHL/2012/TRa-320","Ilocos Region","Pangasinan"
"RV/R1.PHL/2012/TRa-323","Ilocos Region","Pangasinan"
"RV/R1.PHL/2012/TRa-324","Ilocos Region","Pangasinan"
"RV/R1.PHL/2012/TRa-325","Ilocos Region","Pangasinan"
"RV/R1.PHL/2012/TRa-327","Ilocos Region","Pangasinan"
"RV/R5.PHL/2012/TRa-337","Bicol Region","Camarines Sur"
"RV/R5.PHL/2012/TRa-338","Bicol Region","Catanduanes"
"RV/R5.PHL/2012/TRa-339","Bicol Region","Albay"
"RV/R5.PHL/2012/TRa-340","Bicol Region","Camarines Norte"
"RV/R5.PHL/2012/TRa-343","Bicol Region","Camarines Norte"
"RV/R5.PHL/2012/TRa-344","Bicol Region","Camarines Sur"
"RV/R3.PHL/2013/TRa-346","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-347","Central Luzon","Nueva Ecija"
"RV/R3.PHL/2013/TRa-348","Central Luzon","Nueva Ecija"
"RV/R3.PHL/2013/TRa-349","Central Luzon","Nueva Ecija"
"RV/R3.PHL/2013/TRa-350","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-351","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-352","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-353","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-354","Central Luzon","Bulacan"
"RV/R5.PHL/2012/TRa-355","Bicol Region","Albay"
"RV/R5.PHL/2012/TRa-356","Bicol Region","Albay"
"RV/R5.PHL/2012/TRa-357","Bicol Region","Sorsogon"
"RV/R5.PHL/2012/TRa-358","Bicol Region","Camarines Norte"
"RV/R5.PHL/2012/TRa-360","Bicol Region","Albay"
"RV/R5.PHL/2012/TRa-362","Bicol Region","Albay"
"RV/R5.PHL/2013/TRa-364","Bicol Region","Albay"
"RV/R5.PHL/2013/TRa-365","Bicol Region","Albay"
"RV/CAR.PHL/2013/TRa-370","Cordillera Administrative Region","Kalinga"
"RV/R1.PHL/2012/TRa-375","Ilocos Region","Pangasinan"
"RV/R1.PHL/2012/TRa-376","Ilocos Region","Pangasinan"
"RV/R1.PHL/2012/TRa-377","Ilocos Region","Pangasinan"
"RV/R1.PHL/2012/TRa-378","Ilocos Region","Pangasinan"
"RV/R1.PHL/2012/TRa-379","Ilocos Region","Pangasinan"
"RV/R1.PHL/2012/TRa-381","Ilocos Region","Pangasinan"
"RV/R1.PHL/2012/TRa-382","Ilocos Region","La Union"
"RV/R1.PHL/2012/TRa-383","Ilocos Region","Pangasinan"
"RV/R1.PHL/2012/TRa-384","Ilocos Region","Pangasinan"
"RV/R4B.PHL/2011/TRa-392","Southwestern Tagalog Region","Romblon"
"RV/R4A.PHL/2011/TRa-393","Calabarzon","Laguna"
"RV/R4B.PHL/2011/TRa-394","Southwestern Tagalog Region","Romblon"
"RV/R4B.PHL/2011/TRa-396","Southwestern Tagalog Region","Romblon"
"RV/R4B.PHL/2012/TRa-397","Southwestern Tagalog Region","Romblon"
"RV/R4A.PHL/2012/TRa-398","Calabarzon","Quezon"
"RV/R4B.PHL/2012/TRa-400","Southwestern Tagalog Region","Romblon"
"RV/R4A.PHL/2012/TRa-401","Calabarzon","Batangas"
"RV/R4B.PHL/2012/TRa-402","Southwestern Tagalog Region","Romblon"
"RV/R4A.PHL/2012/TRa-404","Calabarzon","Batangas"
"RV/CAR.PHL/2013/TRa-405","Cordillera Administrative Region","Ifugao"
"RV/R1.PHL/2013/TRa-406","Ilocos Region","Ilocos Sur"
"RV/CAR.PHL/2013/TRa-407","Cordillera Administrative Region","Ifugao"
"RV/CAR.PHL/2013/TRa-409","Cordillera Administrative Region","Benguet"
"RV/R5.PHL/2013/TRa-421","Bicol Region","Albay"
"RV/R5.PHL/2013/TRa-422","Bicol Region","Albay"
"RV/R5.PHL/2013/TRa-425","Bicol Region","Camarines Sur"
"RV/R5.PHL/2013/TRa-426","Bicol Region","Camarines Sur"
"RV/R5.PHL/2013/TRa-427","Bicol Region","Albay"
"RV/R5.PHL/2013/TRa-429","Bicol Region","Albay"
"RV/R2.PHL/2013/TRa-435","Cagayan Valley","Cagayan"
"RV/R2.PHL/2013/TRa-437","Cagayan Valley","Nueva Vizcaya"
"RV/R2.PHL/2013/TRa-439","Cagayan Valley","Cagayan"
"RV/R3.PHL/2013/TRa-441","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-442","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-443","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-444","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-445","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-446","Central Luzon","Tarlac"
"RV/R3.PHL/2013/TRa-447","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-448","Central Luzon","Nueva Ecija"
"RV/R3.PHL/2013/TRa-449","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-450","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-451","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-452","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-453","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-454","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-455","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-456","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-457","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-458","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-459","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-460","Central Luzon","Nueva Ecija"
"RV/R3.PHL/2013/TRa-461","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-462","Central Luzon","Nueva Ecija"
"RV/R3.PHL/2013/TRa-463","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-464","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-465","Central Luzon","Nueva Ecija"
"RV/R3.PHL/2013/TRa-466","Central Luzon","Nueva Ecija"
"RV/R4B.PHL/2013/TRa-486","Southwestern Tagalog Region","Palawan"
"RV/R4B.PHL/2013/TRa-487","Southwestern Tagalog Region","Palawan"
"RV/CAR.PHL/2013/TRa-500","Cordillera Administrative Region","Mountain Province"
"RV/R2.PHL/2013/TRa-503","Cagayan Valley","Nueva Vizcaya"
"RV/R2.PHL/2013/TRa-504","Cagayan Valley","Nueva Vizcaya"
"RV/R2.PHL/2013/TRa-505","Cagayan Valley","Isabela"
"RV/R2.PHL/2013/TRa-506","Cagayan Valley","Cagayan"
"RV/R2.PHL/2013/TRa-507","Cordillera Administrative Region","Kalinga"
"RV/R1.PHL/2010/TRa-299","Ilocos Region","Pangasinan"
"RV/R3.PHL/2012/TRa-308","Central Luzon","Bulacan"
"RV/R3.PHL/2012/TRa-310","Central Luzon","Bulacan"
"RV/R3.PHL/2012/TRa-311","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-313","Central Luzon","Bulacan"
"RV/R3.PHL/2012/TRa-315","Central Luzon","Bulacan"
"RV/R3.PHL/2012/TRa-317","Central Luzon","Bulacan"
"RV/R3.PHL/2012/TRa-318","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-346","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-350","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-351","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-352","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-353","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-354","Central Luzon","Bulacan"
"RV/R4B.PHL/2011/TRa-392","Southwestern Tagalog Region","Romblon"
"RV/R4B.PHL/2011/TRa-394","Southwestern Tagalog Region","Romblon"
"RV/R4B.PHL/2011/TRa-396","Southwestern Tagalog Region","Romblon"
"RV/R4B.PHL/2012/TRa-397","Southwestern Tagalog Region","Romblon"
"RV/R4B.PHL/2012/TRa-400","Southwestern Tagalog Region","Romblon"
"RV/R4B.PHL/2012/TRa-402","Southwestern Tagalog Region","Romblon"
"RV/R3.PHL/2013/TRa-441","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-442","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-443","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-444","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-445","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-447","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-449","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-450","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-451","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-452","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-453","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-454","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-455","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-456","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-457","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-459","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-461","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-463","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-464","Central Luzon","Bulacan"
"RV/R4A.PHL/2013/TRa-485","Southwestern Tagalog Region","Batangas"
"RV/R3.PHL/2013/TRa-509","Central Luzon","Bulacan"
"RV/CAR.PHL/2013/TRa-510","Cordillera Administrative Region","Ifugao"
"RV/R3.PHL/2013/TRa-533","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-534","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-535","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-536","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-537","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-538","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-540","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-541","Central Luzon","Nueva Ecija"
"RV/R3.PHL/2013/TRa-542","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-543","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-544","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-545","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-547","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-548","Ilocos Region","Bulacan"
"RV/R3.PHL/2013/TRa-549","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-550","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-551","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-552","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-554","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-556","Central Luzon","Bulacan"
"RV/R3.PHL/2013/TRa-557","Central Luzon","Bulacan"
"RV/R1.PHL/2013/TRa-569","Ilocos Region","Ilocos Sur"
"RV/CAR.PHL/2013/TRa-571","Cordillera Administrative Region","Mountain Province"
"RV/R1.PHL/2013/TRa-572","Ilocos Region","La Union"
"RV/R1.PHL/2013/TRa-573","Ilocos Region","La Union"
"RV/R3.PHL/2013/TRa-581","Central Luzon","Tarlac"
"RV/R3.PHL/2013/TRa-582","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-583","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-584","Central Luzon","Nueva Ecija"
"RV/R3.PHL/2013/TRa-586","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-587","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-588","Central Luzon","Pampanga"
"RV/R3.PHL/2013/TRa-589","Central Luzon","Pampanga"
"140","Central Luzon","Zambales"
"132","Central Luzon","Bulacan"
"131","Central Luzon","Bulacan"
"130","Central Luzon","Bulacan"
"121","Central Luzon","Bulacan"
"120","Central Luzon","Nueva Ecija"
"93","Central Luzon","Pampanga"
"87","Central Luzon","Pampanga"
"66","Central Luzon","Pampanga"
"55","Central Luzon","Pampanga"
"Z-13-002",NA,NA
"Z-13-009",NA,NA
"Z-13-094",NA,NA
"Z-15-116",NA,NA
"Z-15-148",NA,NA
"Z-14-146",NA,NA
"REGION_5_2019-13",NA,NA
"Z-12-088",NA,NA
"Z-14-033",NA,NA
"Z-12-001",NA,NA
"Z-15-001",NA,NA
"Z-16-210",NA,NA
"Z-16-013",NA,NA
"Z-15-119",NA,NA
"RADDL3-1038",NA,NA
"Z14-142",NA,NA
"REGION_5_2018-50",NA,NA
"Z-12-149",NA,NA
"Z15-185",NA,NA
"Z-16-159",NA,NA
"Z-12-118",NA,NA
"RADDL1-16-154",NA,NA
"Z-16-186",NA,NA
"RADDL3-15-172",NA,NA
"REGION_5_2018-100",NA,NA
"Z-15-019",NA,NA
"Z-13-032",NA,NA
"RADDL3-1045",NA,NA
"RADDL3-845",NA,NA
"Z-14-136",NA,NA
"Z-14-138",NA,NA
"Z12-012",NA,NA
"Z-16-082",NA,NA
"Z-13-096",NA,NA
"Z-14-149",NA,NA
"Z-13-071",NA,NA
"Z-16-209",NA,NA
"Z14-152",NA,NA
"Z-12-134",NA,NA
"REGION_5_2018-311",NA,NA
"REGION_5_2018-304",NA,NA
"RADDL5-005",NA,NA
"Z-13-066",NA,NA
"Z-12-212",NA,NA
"REGION_5_2019-1",NA,NA
"Z-15-130",NA,NA
"Z-16-211",NA,NA
"BAI/BAINCR/2019-01/can","National Capital Region",NA
"BAI/BAINCR/2019-02/can","National Capital Region",NA
"BAI/BAINCR/2019-03/can","National Capital Region",NA
"BAI/BAI4A/2019-01/can","Calabarzon","Rizal"
"BAI/BAI3/2019-01/fel","National Capital Region","Bulacan"
