ID,year,country,assignment,NCBI.accession,Sample.collection.date,Host.species,Region,Province,Municipality,Barangay,Location,source,corrected_date,decimal_date,outbreak
RADDL3-15-172,2016,Philippines,SEA4,MN726859,12/2/15,Canis familiaris,Central Luzon,Nueva Ecija,NA,Cvo,San Jose,this paper,12/2/15,2015.917808,Other
RADDL3-16-1008,2017,Philippines,SEA4,NA,27/10/2016,Canis familiaris,NA,Nueva Ecija,NA,Pamaldan,Cabanatuan City,this paper,10/27/16,2016.819672,Other
RADDL3-16-468,2016,Philippines,SEA4,NA,1/6/16,Canis familiaris,Central Luzon,Pampanga,NA,Sta Teresita,Angeles,this paper,1/6/16,2016.013661,Other
RADDL3-16-521,2016,Philippines,SEA4,NA,15/06/2016,Canis familiaris,NA,Bulacan,NA,Bulihan,Malolos,this paper,6/15/16,2016.453552,Other
RADDL3-16-627,2017,Philippines,SEA4,NA,27/07/2016,Canis familiaris,Central Luzon,Bulacan,NA,Ligas,Malolos,this paper,7/27/16,2016.568306,Other
RADDL3-845,2015,Philippines,SEA4,MN726864,2/9/15,Canis familiaris,Central Luzon,Pampanga,NA,San Jose,Floridablanca,this paper,2/9/15,2015.106849,Other
RADDL5-005,2015,Philippines,SEA4,MN726877,30/01/2015,Canis familiaris,Bicol Region,Camarines Sur,NA,San Nicolas,Iriga,this paper,1/30/15,2015.079452,Other
REGION_5_2018-100,2018,Philippines,SEA4,MN726860,2018,Canis lupus familiaris,NA,NA,NA,NA,-,rabv-glue,1/1/18,2018,Other
REGION_5_2018-304,2018,Philippines,SEA4,MN726876,2018,Canis lupus familiaris,NA,NA,NA,NA,-,rabv-glue,1/1/18,2018,Other
REGION_5_2018-311,2018,Philippines,SEA4,MN726875,2018,Canis lupus familiaris,NA,NA,NA,NA,-,rabv-glue,1/1/18,2018,Other
REGION_5_2018-50,2018,Philippines,SEA4,MN726852,2018,Canis lupus familiaris,NA,NA,NA,NA,-,rabv-glue,1/1/18,2018,Other
REGION_5_2019-1,2019,Philippines,SEA4,MN726880,2019,Canis lupus familiaris,NA,NA,NA,NA,-,rabv-glue,1/1/19,2019,Other
REGION_5_2019-13,2019,Philippines,SEA4,MN726842,2019,Canis lupus familiaris,NA,NA,NA,NA,-,rabv-glue,1/1/19,2019,Other
RV/CAR.PHL/2009/TRa-198,2009,Philippines,SEA4,AB563973,2009,Canis lupus familiaris,Cordillera Administrative Region,Mountain Province,NA,NA,"CAR, Mountain Province",rabv-glue,1/1/09,2009,Other
RV/CAR.PHL/2009/TRa-199,2009,Philippines,SEA4,AB563974,2009,Canis lupus familiaris,Cordillera Administrative Region,Mountain Province,NA,NA,"CAR, Mountain Province",rabv-glue,1/1/09,2009,Other
RV/CAR.PHL/2009/TRa-200,2009,Philippines,SEA4,AB563975,2009,Canis lupus familiaris,Cordillera Administrative Region,Mountain Province,NA,NA,"CAR, Mountain Province",rabv-glue,1/1/09,2009,Other
RV/CAR.PHL/2009/TRa-222,2009,Philippines,SEA4,AB563992,2009,Canis lupus familiaris,Cordillera Administrative Region,Mountain Province,NA,NA,"CAR, Mountain Province",rabv-glue,1/1/09,2009,Other
RV/CAR.PHL/2009/TRa-224,2009,Philippines,SEA4,AB563993,2009,Canis lupus familiaris,Cordillera Administrative Region,Ifugao,NA,NA,"CAR, ifugao",rabv-glue,1/1/09,2009,Other
RV/CAR.PHL/2009/TRa-234,2009,Philippines,SEA4,AB564000,2009,-,Cordillera Administrative Region,NA,NA,NA,Bontoc,rabv-glue,1/1/09,2009,Other
RV/CAR.PHL/2009/TRa-285,2009,Philippines,SEA4,AB733961,2009,Canis lupus familiaris,Cordillera Administrative Region,Mountain Province,NA,NA,"CAR, Mountain Province",rabv-glue,1/1/09,2009,Other
RV/CAR.PHL/2010/TRa-289,2010,Philippines,SEA4,AB733962,2010,Canis lupus familiaris,Cordillera Administrative Region,Ifugao,NA,NA,"CAR, Ifgao",rabv-glue,1/1/10,2010,Other
RV/CAR.PHL/2010/TRa-291,2010,Philippines,SEA4,AB771910,2010,Canis lupus familiaris,Cordillera Administrative Region,Kalinga,NA,NA,"CAR, Kalinga Apayao",rabv-glue,1/1/10,2010,Other
RV/CAR.PHL/2013/TRa-370,2013,Philippines,SEA4,LC018525,2013,Canis lupus familiaris,Cordillera Administrative Region,Kalinga,NA,NA,"CAR, Kalinga Apayao",rabv-glue,1/1/13,2013,Other
RV/CAR.PHL/2013/TRa-405,2013,Philippines,SEA4,LC018545,2013,Canis lupus familiaris,Cordillera Administrative Region,Ifugao,NA,NA,"CAR, Ifugao",rabv-glue,1/1/13,2013,Other
RV/CAR.PHL/2013/TRa-407,2013,Philippines,SEA4,LC018547,2013,Canis lupus familiaris,Cordillera Administrative Region,Ifugao,NA,NA,"CAR, Ifugao",rabv-glue,1/1/13,2013,Other
RV/CAR.PHL/2013/TRa-409,2013,Philippines,SEA4,LC018548,2013,Canis lupus familiaris,Cordillera Administrative Region,Benguet,NA,NA,"CAR, Benguet",rabv-glue,1/1/13,2013,Other
RV/CAR.PHL/2013/TRa-500,2013,Philippines,SEA4,LC018586,2013,Canis lupus familiaris,Cordillera Administrative Region,Mountain Province,NA,NA,"CAR, Mountain Province",rabv-glue,1/1/13,2013,Other
RV/CAR.PHL/2013/TRa-510,2013,Philippines,SEA4,LC068918,2013,Canis lupus familiaris,Cordillera Administrative Region,Ifugao,NA,NA,"Cordillera Administrative Region (CAR), Ifugao",rabv-glue,1/1/13,2013,Other
RV/CAR.PHL/2013/TRa-571,2013,Philippines,SEA4,LC068941,2013,Canis lupus familiaris,Cordillera Administrative Region,Mountain Province,NA,NA,"Cordillera Administrative Region (CAR), Mountain Province",rabv-glue,1/1/13,2013,Other
RV/NCR.PHL/2004/Z-04-421,2004,Philippines,SEA4,AB563796,2004,Canis lupus familiaris,National Capital Region,Metropolitan Manila,NA,NA,"NCR, Metro Manila",rabv-glue,1/1/04,2004,Other
RV/NCR.PHL/2004/Z-04-522,2004,Philippines,SEA4,AB683584,2004,Canis lupus familiaris,National Capital Region,Metropolitan Manila,NA,NA,"NCR, Metro Manila",rabv-glue,1/1/04,2004,Other
RV/NCR.PHL/2004/Z-04-534,2004,Philippines,SEA4,AB563799,2004,Canis lupus familiaris,National Capital Region,Metropolitan Manila,NA,NA,"NCR, Metro Manila",rabv-glue,1/1/04,2004,Other
RV/NCR.PHL/2004/Z-04-646,2004,Philippines,SEA4,AB733963,2004,Canis lupus familiaris,National Capital Region,Metropolitan Manila,NA,NA,"NCR, Metro Manila",rabv-glue,1/1/04,2004,Other
RV/NCR.PHL/2005/Z-05-009,2005,Philippines,SEA4,AB563800,2005,Canis lupus familiaris,National Capital Region,Metropolitan Manila,NA,NA,"NCR, Metro Manila",rabv-glue,1/1/05,2005,Other
RV/NCR.PHL/2005/Z-05-090,2005,Philippines,SEA4,AB563803,2005,Canis lupus familiaris,National Capital Region,Metropolitan Manila,NA,NA,"NCR, Metro Manila",rabv-glue,1/1/05,2005,Other
RV/NCR.PHL/2005/Z-05-149,2005,Philippines,SEA4,AB563805,2005,Canis lupus familiaris,National Capital Region,Metropolitan Manila,NA,NA,"NCR, Metro Manila",rabv-glue,1/1/05,2005,Other
RV/NCR.PHL/2005/Z-05-168,2005,Philippines,SEA4,AB563806,2005,Canis lupus familiaris,National Capital Region,Metropolitan Manila,NA,NA,"NCR, Metro Manila",rabv-glue,1/1/05,2005,Other
RV/NCR.PHL/2005/Z-05-187,2005,Philippines,SEA4,AB563808,2005,Canis lupus familiaris,National Capital Region,Metropolitan Manila,NA,NA,"NCR, Metro Manila",rabv-glue,1/1/05,2005,Other
RV/NCR.PHL/2005/Z-05-285,2005,Philippines,SEA4,AB563810,2005,Canis lupus familiaris,National Capital Region,Metropolitan Manila,NA,NA,"NCR, Metro Manila",rabv-glue,1/1/05,2005,Other
RV/NCR.PHL/2005/Z-05-299,2005,Philippines,SEA4,AB563811,2005,Canis lupus familiaris,National Capital Region,Metropolitan Manila,NA,NA,"NCR, Metro Manila",rabv-glue,1/1/05,2005,Other
RV/NCR.PHL/2005/Z-05-373,2005,Philippines,SEA4,AB563812,2005,Canis lupus familiaris,National Capital Region,Metropolitan Manila,NA,NA,"NCR, Metro Manila",rabv-glue,1/1/05,2005,Other
RV/NCR.PHL/2005/Z-05-396,2005,Philippines,SEA4,AB563813,2005,Canis lupus familiaris,National Capital Region,Metropolitan Manila,NA,NA,"NCR, Metro Manila",rabv-glue,1/1/05,2005,Other
RV/NCR.PHL/2005/Z-05-424,2005,Philippines,SEA4,AB563814,2005,Canis lupus familiaris,National Capital Region,Metropolitan Manila,NA,NA,"NCR, Metro Manila",rabv-glue,1/1/05,2005,Other
RV/NCR.PHL/2005/Z-05-465,2005,Philippines,SEA4,AB563815,2005,Canis lupus familiaris,National Capital Region,Metropolitan Manila,NA,NA,"NCR, Metro Manila",rabv-glue,1/1/05,2005,Other
RV/NCR.PHL/2005/Z-05-466,2005,Philippines,SEA4,AB563816,2005,Canis lupus familiaris,National Capital Region,Metropolitan Manila,NA,NA,"NCR, Metro Manila",rabv-glue,1/1/05,2005,Other
RV/R1.PHL/2008/TRa-094,2008,Philippines,SEA4,AB563909,2008,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Region1, Pangasinan",rabv-glue,1/1/08,2008,Other
RV/R1.PHL/2009/TRa-150,2009,Philippines,SEA4,AB563951,2009,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Region1, Pangasinan",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-151,2009,Philippines,SEA4,AB563952,2009,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Region1, Pangasinan",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-153,2009,Philippines,SEA4,AB563953,2009,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Region1, Pangasinan",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-154,2009,Philippines,SEA4,AB563954,2009,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Region1, Pangasinan",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-156,2009,Philippines,SEA4,AB683601,2009,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Region 1, Pangasinan",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-157,2009,Philippines,SEA4,AB563955,2009,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Region1, Pangasinan",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-159,2009,Philippines,SEA4,AB563956,2009,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Region1, Pangasinan",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-161,2009,Philippines,SEA4,AB563957,2009,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Region1, Pangasinan",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-208,2009,Philippines,SEA4,AB563981,2009,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Region1, Pangasinan",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-209,2009,Philippines,SEA4,AB563982,2009,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Region1, Pangasinan",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-210,2009,Philippines,SEA4,AB563983,2009,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Region1, Pangasinan",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-213,2009,Philippines,SEA4,AB563984,2009,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Region1, Pangasinan",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-214,2009,Philippines,SEA4,AB563985,2009,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Region1, Pangasinan",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-215,2009,Philippines,SEA4,AB563986,2009,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Region1, Pangasinan",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-216,2009,Philippines,SEA4,AB563987,2009,Canis lupus familiaris,Ilocos Region,La Union,NA,NA,"Region1, Launion",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-218,2009,Philippines,SEA4,AB563988,2009,Canis lupus familiaris,Ilocos Region,La Union,NA,NA,"Region1, Launion",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-219,2009,Philippines,SEA4,AB563989,2009,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Region1, Pangasinan",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-220,2009,Philippines,SEA4,AB563990,2009,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Region1, Pangasinan",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-221,2009,Philippines,SEA4,AB563991,2009,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Region1, Pangasinan",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-233,2009,Philippines,SEA4,AB563999,2009,Canis lupus familiaris,Ilocos Region,Ilocos Sur,NA,NA,"Region1, Ilocos Sur",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-256,2009,Philippines,SEA4,AB733964,2009,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Region1, Pangasinan",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-257,2009,Philippines,SEA4,AB733965,2009,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Region1, Pangasinan",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-258,2009,Philippines,SEA4,AB733966,2009,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Region1, Pangasinan",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-259,2009,Philippines,SEA4,AB733967,2009,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Region1, Pangasinan",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-260,2009,Philippines,SEA4,AB733968,2009,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Region1, Pangasinan",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-262,2009,Philippines,SEA4,AB771911,2009,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Regoin 1,Pangasinan",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-263,2009,Philippines,SEA4,AB733969,2009,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Region1, Pangasinan",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-265,2009,Philippines,SEA4,AB733970,2009,Canis lupus familiaris,Ilocos Region,Ilocos Sur,NA,NA,"Region1, Ilocos Sur",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-266,2009,Philippines,SEA4,AB771912,2009,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Regoin 1,Pangasinan",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2009/TRa-267,2009,Philippines,SEA4,AB771913,2009,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Regoin 1,Pangasinan",rabv-glue,1/1/09,2009,Other
RV/R1.PHL/2010/TRa-286,2010,Philippines,SEA4,AB733971,2010,Canis lupus familiaris,Ilocos Region,Ilocos Sur,NA,NA,"Region1, Ilocos Sur",rabv-glue,1/1/10,2010,Other
RV/R1.PHL/2010/TRa-287,2010,Philippines,SEA4,AB771914,2010,Canis lupus familiaris,Ilocos Region,Ilocos Sur,NA,NA,"Regoin 1, Ilocos Sur",rabv-glue,1/1/10,2010,Other
RV/R1.PHL/2010/TRa-298,2010,Philippines,SEA4,AB771915,2010,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Regoin 1,Pangasinan",rabv-glue,1/1/10,2010,Other
RV/R1.PHL/2010/TRa-299,2010,Philippines,SEA4,AB733972,2010,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Region1, Pangasinan",rabv-glue,1/1/10,2010,Other
RV/R1.PHL/2010/TRa-300,2010,Philippines,SEA4,AB733973,2010,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Region1, Pangasinan",rabv-glue,1/1/10,2010,Other
RV/R1.PHL/2012/TRa-320,2012,Philippines,SEA4,LC018497,2012,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"I, Pangasinan",rabv-glue,1/1/12,2012,Other
RV/R1.PHL/2012/TRa-323,2012,Philippines,SEA4,LC018498,2012,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"I, Pangasinan",rabv-glue,1/1/12,2012,Other
RV/R1.PHL/2012/TRa-324,2012,Philippines,SEA4,LC018499,2012,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"I, Pangasinan",rabv-glue,1/1/12,2012,Other
RV/R1.PHL/2012/TRa-325,2012,Philippines,SEA4,LC018500,2012,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"I, Pangasinan",rabv-glue,1/1/12,2012,Other
RV/R1.PHL/2012/TRa-327,2012,Philippines,SEA4,LC018501,2012,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"I, Pangasinan",rabv-glue,1/1/12,2012,Other
RV/R1.PHL/2012/TRa-375,2012,Philippines,SEA4,LC018526,2012,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"I, Pangasinan",rabv-glue,1/1/12,2012,Other
RV/R1.PHL/2012/TRa-376,2012,Philippines,SEA4,LC018527,2012,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"I, Pangasinan",rabv-glue,1/1/12,2012,Other
RV/R1.PHL/2012/TRa-377,2012,Philippines,SEA4,LC018528,2012,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"I, Pangasinan",rabv-glue,1/1/12,2012,Other
RV/R1.PHL/2012/TRa-378,2012,Philippines,SEA4,LC018529,2012,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"I, Pangasinan",rabv-glue,1/1/12,2012,Other
RV/R1.PHL/2012/TRa-379,2012,Philippines,SEA4,LC018530,2012,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"I, Pangasinan",rabv-glue,1/1/12,2012,Other
RV/R1.PHL/2012/TRa-381,2012,Philippines,SEA4,LC018531,2012,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"I, Pangasinan",rabv-glue,1/1/12,2012,Other
RV/R1.PHL/2012/TRa-382,2012,Philippines,SEA4,LC018532,2012,Canis lupus familiaris,Ilocos Region,La Union,NA,NA,"I, La Union",rabv-glue,1/1/12,2012,Other
RV/R1.PHL/2012/TRa-383,2012,Philippines,SEA4,LC018533,2012,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"I, Pangasinan",rabv-glue,1/1/12,2012,Other
RV/R1.PHL/2012/TRa-384,2012,Philippines,SEA4,LC018534,2012,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"I, Pangasinan",rabv-glue,1/1/12,2012,Other
RV/R1.PHL/2013/TRa-406,2013,Philippines,SEA4,LC018546,2013,Canis lupus familiaris,Ilocos Region,Ilocos Sur,NA,NA,"I, Ilocos Sur",rabv-glue,1/1/13,2013,Other
RV/R1.PHL/2013/TRa-569,2013,Philippines,SEA4,LC068940,2013,Canis lupus familiaris,Ilocos Region,Ilocos Sur,NA,NA,"Region I, Ilocos Sur",rabv-glue,1/1/13,2013,Other
RV/R1.PHL/2013/TRa-572,2013,Philippines,SEA4,LC068942,2013,Canis lupus familiaris,Ilocos Region,La Union,NA,NA,"Region I, La Union",rabv-glue,1/1/13,2013,Other
RV/R1.PHL/2013/TRa-573,2013,Philippines,SEA4,LC068943,2013,Canis lupus familiaris,Ilocos Region,La Union,NA,NA,"Region I, La Union",rabv-glue,1/1/13,2013,Other
RV/R10.PHL/2008/TRa-014,2008,Philippines,SEA4,AB563845,2008,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/08,2008,Other
RV/R10.PHL/2008/TRa-024,2008,Philippines,SEA4,AB563852,2008,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/08,2008,Other
RV/R10.PHL/2008/TRa-025,2008,Philippines,SEA4,AB563853,2008,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/08,2008,Other
RV/R10.PHL/2008/TRa-026,2008,Philippines,SEA4,AB563854,2008,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/08,2008,Other
RV/R10.PHL/2008/TRa-027,2008,Philippines,SEA4,AB563855,2008,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/08,2008,Other
RV/R10.PHL/2008/TRa-028,2008,Philippines,SEA4,AB563856,2008,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/08,2008,Other
RV/R10.PHL/2008/TRa-030,2008,Philippines,SEA4,AB563857,2008,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/08,2008,Other
RV/R10.PHL/2008/TRa-052,2008,Philippines,SEA4,AB563871,2008,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/08,2008,Other
RV/R10.PHL/2008/TRa-053,2008,Philippines,SEA4,AB563872,2008,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/08,2008,Other
RV/R10.PHL/2008/TRa-054,2008,Philippines,SEA4,AB563873,2008,Canis lupus familiaris,Northern Mindanao,Lanao del Norte,NA,NA,"Region10, Lanao del Norte",rabv-glue,1/1/08,2008,Other
RV/R10.PHL/2008/TRa-055,2008,Philippines,SEA4,AB563874,2008,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/08,2008,Other
RV/R10.PHL/2008/TRa-056,2008,Philippines,SEA4,AB563875,2008,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/08,2008,Other
RV/R10.PHL/2008/TRa-057,2008,Philippines,SEA4,AB563876,2008,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/08,2008,Other
RV/R10.PHL/2008/TRa-058,2008,Philippines,SEA4,AB563877,2008,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region 10, Misamis Oriental",rabv-glue,1/1/08,2008,Other
RV/R10.PHL/2008/TRa-104,2008,Philippines,SEA4,AB563919,2008,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/08,2008,Other
RV/R10.PHL/2008/TRa-107,2008,Philippines,SEA4,AB563920,2008,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/08,2008,Other
RV/R10.PHL/2008/TRa-108,2008,Philippines,SEA4,AB563921,2008,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/08,2008,Other
RV/R10.PHL/2009/TRa-109,2009,Philippines,SEA4,AB563922,2009,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/09,2009,Other
RV/R10.PHL/2009/TRa-110,2009,Philippines,SEA4,AB563923,2009,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/09,2009,Other
RV/R10.PHL/2009/TRa-184,2009,Philippines,SEA4,AB683589,2009,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/09,2009,Other
RV/R10.PHL/2009/TRa-186,2009,Philippines,SEA4,AB683590,2009,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/09,2009,Other
RV/R10.PHL/2009/TRa-189,2009,Philippines,SEA4,AB683591,2009,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/09,2009,Other
RV/R10.PHL/2009/TRa-191,2009,Philippines,SEA4,AB563970,2009,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/09,2009,Other
RV/R10.PHL/2009/TRa-194,2009,Philippines,SEA4,AB683648,2009,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region 10, Misamis Oriental",rabv-glue,1/1/09,2009,Other
RV/R10.PHL/2009/TRa-195,2009,Philippines,SEA4,AB683649,2009,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region 10, Misamis Oriental",rabv-glue,1/1/09,2009,Other
RV/R10.PHL/2009/TRa-196,2009,Philippines,SEA4,AB563971,2009,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/09,2009,Other
RV/R10.PHL/2009/TRa-197,2009,Philippines,SEA4,AB563972,2009,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/09,2009,Other
RV/R10.PHL/2009/TRa-242,2009,Philippines,SEA4,AB564008,2009,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/09,2009,Other
RV/R10.PHL/2009/TRa-243,2009,Philippines,SEA4,AB564009,2009,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/09,2009,Other
RV/R10.PHL/2009/TRa-244,2009,Philippines,SEA4,AB564010,2009,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/09,2009,Other
RV/R10.PHL/2009/TRa-246,2009,Philippines,SEA4,AB564011,2009,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/09,2009,Other
RV/R10.PHL/2009/TRa-247,2009,Philippines,SEA4,AB771920,2009,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Regoin 10, Misamis Orientale",rabv-glue,1/1/09,2009,Other
RV/R10.PHL/2009/TRa-248,2008,Philippines,SEA4,AB564012,2008,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/08,2008,Other
RV/R10.PHL/2009/TRa-249,2009,Philippines,SEA4,AB564013,2009,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/09,2009,Other
RV/R10.PHL/2009/TRa-250,2009,Philippines,SEA4,AB564014,2009,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/09,2009,Other
